id,titulo,rubro,Con pantalla táctil,Conexión del monitor de la computadora,Resolución de pantalla,Tamaño de la pantalla,Tipo de pantalla,Tipo de resolución,Con micrófono,Con visión nocturna,Formato de venta,Funciones,Lugares de montaje,Color,Tipo de corrector,Tipo de envase,Con compartimiento para notebook,Con puerto USB,Con ruedas,Tipo de mochila,Capacidad,Incluye adaptador SD,Incluye adaptador USB,Resolución máxima de video,Velocidad de lectura,Forma del glitter,Peso neto,Tipo,Usos recomendados,Graduación,Unidad por envase,Tamaño de papel,Tipo de papel,Con bluetooth,Con WiFi,Funciones de la impresora,Tipo de impresión,Tipo de impresora,Resolución de imagen de la cámara,Capacidad de hojas,Potencia,Tipo de trituradora,Voltaje,Color de la tinta,Con grip,Grosor del trazo,Tipo de lapicera,Tipo de trazo,Con goma de borrar,Tipo de Lápiz,Forma de la lentejuela,Duración máxima de la batería,Es inalámbrico,Es resistente al agua,Formato del auricular,Tipo de conectores,A prueba de agua,Autonomía máxima de la batería,Con función Karaoke,Con luces LED,Con Radio,Es portátil,Incluye batería recargable,Potencia de salida (RMS),Tipo de parlante,Díametro,Con anillos,Con tapa separadas,Diseño,Tamaño de las hojas,Tipo de carpeta,Con lengueta,Tamaño del separador,Billetes por minutos,Capacidad de bandeja,Con detector de billetes falsos,Tipo detección,Con cartel,Con pie,Tamaño,Tipo de agenda por vista,Tipo de encuadernación,Formato de la tiza,Capacidad de almacenamiento,Material,Tipo de Marcador,Con compartimiento para marcadores,Es magnético,Material del mango,Superficies Recomendadas,Con GPS,Incluye cargador,Sistema operativo,Ancho x altura,Material de la superficie,Material del armazón
664,Artículo 664 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Valor 45,Valor 39,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,
665,Artículo 665 de Smartwatch,Smartwatch,,,,,Valor 13,,,,,Valor 87,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,Valor 2,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Valor 70,Valor 2,,,
666,Artículo 666 de Correctores,Correctores,,,,,,,,,Valor 77,,,,Valor 39,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Artículo 667 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 36,,,,,,,,,,
668,Artículo 668 de Gibre,Gibre,,,,,,,,,Valor 81,,,,,,,,,,,,,,,Valor 15,Valor 31,Valor 47,Valor 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,Artículo 669 de Agendas,Agendas,,,,,,,,,Valor 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 35,Valor 21,Valor 68,,,,,,,,,,,,,,
670,Artículo 670 de Pendrive,Pendrive,,,,,,,,,,,,Valor 43,,,,,,,,,,,Valor 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 89,Valor 38,,,,,,,,,,,
671,Artículo 671 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 13,,,,,,,,,,,,,,,,,,,Valor 42,Valor 10,,,,,,,,,,,,,,,,,,No,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,Artículo 672 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,No,Sí,Valor 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,Artículo 673 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 40,Valor 54,Valor 75,Valor 99,Valor 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,Artículo 674 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 64,Valor 40,Valor 84,Valor 34,Valor 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,Artículo 675 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 84,Valor 93,Valor 27,,,,,,,,,,,,,,,,,,,,,,,,,
676,Artículo 676 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,Valor 89,Valor 50,Valor 25,,,,,,,,,,,,,,,,,,,,,,,,,
677,Artículo 677 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 65,Valor 8,Valor 42
678,Artículo 678 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 46,,,,,,,,,,
679,Artículo 679 de Agendas,Agendas,,,,,,,,,Valor 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 8,Valor 45,Valor 62,,,,,,,,,,,,,,
680,Artículo 680 de Minas,Minas,,,,,,,,,Valor 98,,,,,,,,,,,,,,,,,,,Valor 76,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,Artículo 681 de Brillantinas,Brillantinas,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,Artículo 682 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,Valor 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,Artículo 683 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 11,Valor 98,Valor 26,Valor 27,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,Artículo 684 de Papel glace,Papel glace,,,,,,,,,Valor 83,,,,,,,,,,,,,,,,,,Valor 59,,,Valor 70,Valor 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,Artículo 685 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 11,,,,,,,,,,,,,,,,,,,Valor 15,Valor 8,,,,,,,,,,,,,,,,,,Sí,Valor 38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,Artículo 686 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 42,,,,,,,,,,,,,,,,,,,,Valor 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Artículo 687 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 67,,,,,,,,,,,,,,,,,,,,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
688,Artículo 688 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 21,,,,,,,,,,
689,Artículo 689 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 95,,,,,,,,,,,,,,,,,,,,Valor 13,,,,,,,,,,,,,Valor 76,No,Valor 93,Valor 16,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,Artículo 690 de Borradores,Borradores,,,,,,,,,Valor 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 59,Sí,,,,,,
691,Artículo 691 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,Sí,Valor 26,No,Valor 98,,,,,,,,,,,,,,,,,,,
692,Artículo 692 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 92,Valor 32,Valor 67,,,,,,,,,,,,,,,,,,,,,,,,,
693,Artículo 693 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,Valor 74,Sí,Valor 71,,,,,,,,,,,,,,,,,,,
694,Artículo 694 de Monitores,Monitores,Sí,Valor 78,Valor 95,Valor 43,Valor 95,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,Artículo 695 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 39,Valor 16,Valor 80,,,,,,,,,,,,,,,,,,,,,,,,,
696,Artículo 696 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 17,,,,,,,,,,
697,Artículo 697 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,Artículo 698 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,Sí,Sí,Valor 85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,Artículo 699 de Agendas,Agendas,,,,,,,,,Valor 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 39,Valor 63,Valor 56,,,,,,,,,,,,,,
700,Artículo 700 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 100,,,,,,,,,,,,,,,,,,,,Valor 83,,,,,,,,,,,,,Valor 87,No,Valor 55,Valor 34,Valor 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701,Artículo 701 de Correctores,Correctores,,,,,,,,,Valor 6,,,,Valor 84,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Artículo 702 de Gibre,Gibre,,,,,,,,,Valor 20,,,,,,,,,,,,,,,Valor 78,Valor 24,Valor 13,Valor 33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Artículo 703 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,No,,,,Valor 24,Valor 45,Sí,No,No,Sí,Valor 72,Valor 76,Valor 46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Artículo 704 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 26,,,,,,,,,,,,,,,,,,,,Valor 85,,,,,,,,,,,,,Valor 54,No,Valor 94,Valor 81,Valor 67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Artículo 705 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 80,,,,,,,,,,,,,,,,,,,,Valor 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Artículo 706 de Smartwatch,Smartwatch,,,,,Valor 71,,,,,Valor 61,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,Valor 63,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Valor 69,Valor 72,,,
707,Artículo 707 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 24,,,,,,,,,,,,,,,,,,,,Valor 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
708,Artículo 708 de Impresoras,Impresoras,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,,,Valor 51,Valor 89,Sí,Sí,No,Valor 31,Valor 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,Artículo 709 de Brillantinas,Brillantinas,,,,,,,,,Valor 16,,,,,,,,,,,,,,,,,,Valor 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,Artículo 710 de Agendas,Agendas,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 7,Valor 83,Valor 51,,,,,,,,,,,,,,
711,Artículo 711 de Correctores,Correctores,,,,,,,,,Valor 75,,,,Valor 1,Valor 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,Artículo 712 de Minas,Minas,,,,,,,,,Valor 87,,,,,,,,,,,,,,,,,,,Valor 17,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,Artículo 713 de Borradores,Borradores,,,,,,,,,Valor 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 22,No,,,,,,
714,Artículo 714 de Smartwatch,Smartwatch,,,,,Valor 47,,,,,Valor 9,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,Valor 24,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 87,Valor 57,,,
715,Artículo 715 de Camara web,Camara web,,,,,,,No,,Valor 51,Valor 41,,,,,,,,,,,,Valor 49,,,,,,,,,,,,,,,Valor 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,Artículo 716 de Camara web,Camara web,,,,,,,No,,Valor 55,Valor 67,,,,,,,,,,,,Valor 54,,,,,,,,,,,,,,,Valor 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,Artículo 717 de Separadores,Separadores,,,,,,,,,Valor 40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Valor 85,,,,,,,,,,,,,,,,,,,,,,,
718,Artículo 718 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 14,Valor 40,Valor 74,Valor 40,Valor 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,Artículo 719 de Camara de seguridad,Camara de seguridad,,,,,,Valor 56,No,No,Valor 84,Valor 53,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,Artículo 720 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,Artículo 721 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 44,Valor 62,Valor 59,Valor 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,Artículo 722 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 99,,,,,,,,,,,,,,,,,,,,Valor 83,,,,,,,,,,,,,Valor 32,No,Valor 23,Valor 38,Valor 44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,Artículo 723 de Correctores,Correctores,,,,,,,,,Valor 40,,,,Valor 99,Valor 95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,Artículo 724 de Monitores,Monitores,Sí,Valor 7,Valor 77,Valor 67,Valor 89,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Artículo 725 de Monitores,Monitores,No,Valor 19,Valor 58,Valor 33,Valor 2,Valor 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,Artículo 726 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,Sí,No,Valor 52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,Artículo 727 de Camara web,Camara web,,,,,,,Sí,,Valor 60,Valor 43,,,,,,,,,,,,Valor 40,,,,,,,,,,,,,,,Valor 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,Artículo 728 de Camara de seguridad,Camara de seguridad,,,,,,Valor 82,Sí,Sí,Valor 9,Valor 46,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,Artículo 729 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,Artículo 730 de Tizas,Tizas,,,,,,,,,Valor 22,,,,,,,,,,,,,,,,,,Valor 41,,Valor 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 26,,,,,,,,,,,,,
731,Artículo 731 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,Valor 46,No,Valor 31,,,,,,,,,,,,,,,,,,,
732,Artículo 732 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,
733,Artículo 733 de Separadores,Separadores,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 72,,,,,,,,,,,,,,,,,,,,,,,
734,Artículo 734 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,Artículo 735 de Camara web,Camara web,,,,,,,No,,Valor 29,Valor 24,,,,,,,,,,,,Valor 47,,,,,,,,,,,,,,,Valor 61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,Artículo 736 de Brillantinas,Brillantinas,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,Artículo 737 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 60,,,,,,,,,,
738,Artículo 738 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
739,Artículo 739 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,Artículo 740 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 88,,,,,,,,,,,,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,Artículo 741 de Parlantes,Parlantes,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,No,,,,Valor 12,Valor 53,Sí,Sí,No,No,Valor 18,Valor 86,Valor 12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,Artículo 742 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 5,Valor 49,Valor 51
743,Artículo 743 de Smartwatch,Smartwatch,,,,,Valor 67,,,,,Valor 78,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,Valor 92,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 12,Valor 3,,,
744,Artículo 744 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 80,,,,,,,,,,
745,Artículo 745 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 52,,,,,,,,,,,,,,,,,,,,Valor 18,,,,,,,,,,,,,Valor 17,Sí,Valor 27,Valor 1,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Artículo 746 de Camara web,Camara web,,,,,,,No,,Valor 75,Valor 78,,,,,,,,,,,,Valor 48,,,,,,,,,,,,,,,Valor 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,Artículo 747 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 86,,,,,,,,,,,,,,,,,,,,Valor 69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,Artículo 748 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 95,,,,,,,,,,
749,Artículo 749 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,Artículo 750 de Smartwatch,Smartwatch,,,,,Valor 57,,,,,Valor 10,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,Valor 39,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 83,Valor 32,,,
751,Artículo 751 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,Artículo 752 de Correctores,Correctores,,,,,,,,,Valor 24,,,,Valor 83,Valor 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,Artículo 753 de Papel glace,Papel glace,,,,,,,,,Valor 75,,,,,,,,,,,,,,,,,,Valor 60,,,Valor 44,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,Artículo 754 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 68,,,,,,,,,,,,,,,,,,,,Valor 62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,Artículo 755 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
756,Artículo 756 de Separadores,Separadores,,,,,,,,,Valor 49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Valor 67,,,,,,,,,,,,,,,,,,,,,,,
757,Artículo 757 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 41,,,,,,,,,,,,,,,,,,,Valor 7,Valor 41,,,,,,,,,,,,,,,,,,No,Valor 55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,Artículo 758 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 26,Valor 61,Valor 91
759,Artículo 759 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 25,,,,,,,,,,
